Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT100487,Drunk Driving,1815,Punjab,5/2/2024,0:16,Bus,White,2002,Punjab,45,Male,Four-Wheeler,7,Clear,Under Construction,OFF9082,Highway Patrol,Valid,3,No,No,Yellow,30,22,0.44,Positive,No,Yes,Cash,Yes,5,
VLT100488,Using Mobile Phone,3734,Maharashtra,5/3/2024,18:56,Truck,Grey,2001,Punjab,24,Other,Four-Wheeler,4,Foggy,Potholes,OFF7837,Local Police,Expired,2,N/A,Yes,Red,100,22,0.35,Not Conducted,No,Yes,Online,Yes,5,First Violation
VLT100489,Drunk Driving,830,Uttar Pradesh,5/4/2024,7:23,Auto Rickshaw,White,2022,Maharashtra,61,Male,Four-Wheeler,5,Clear,Slippery,OFF2606,Traffic Police,Expired,3,Yes,N/A,Red,60,46,0.49,Negative,Yes,No,Card,Yes,4,
VLT100490,No Seatbelt,3822,West Bengal,5/5/2024,8:46,Bike,Grey,2023,Uttar Pradesh,37,Other,Commercial,8,Clear,Slippery,OFF9224,RTO,Expired,4,N/A,Yes,Red,50,39,0.39,Positive,Yes,No,Not Paid,Yes,4,
VLT100491,Wrong Parking,646,Karnataka,5/6/2024,7:09,Car,Black,2014,Punjab,32,Female,Two-Wheeler,1,Foggy,Dry,OFF6785,Local Police,Valid,4,N/A,Yes,Yellow,100,63,0.31,Negative,Yes,No,Not Paid,No,5,Repeat Offender
VLT100492,Drunk Driving,3400,Maharashtra,5/7/2024,16:02,Truck,White,2022,Uttar Pradesh,30,Female,Four-Wheeler,4,Clear,Dry,OFF3003,Traffic Police,Valid,3,No,N/A,Green,80,89,0.09,Negative,No,No,Not Paid,Yes,0,
VLT100493,Over-speeding,282,Uttar Pradesh,5/8/2024,10:45,Car,Yellow,2023,Punjab,67,Other,Four-Wheeler,0,Cloudy,Slippery,OFF9623,Highway Patrol,Suspended,5,Yes,Yes,Green,30,43,0.11,Not Conducted,No,Yes,Cash,No,4,
VLT100494,Drunk Driving,4780,Karnataka,5/9/2024,15:38,Scooter,White,2006,Delhi,21,Female,Heavy Vehicle,4,Rainy,Slippery,OFF8279,Local Police,Valid,1,Yes,N/A,Red,40,62,0.32,Positive,Yes,No,Not Paid,No,4,Fine Paid On Spot
VLT100495,Over-speeding,2491,Gujarat,5/10/2024,23:29,Bike,Yellow,2005,Tamil Nadu,55,Other,Commercial,5,Clear,Wet,OFF1919,RTO,Valid,2,No,Yes,Green,80,85,0.03,Not Conducted,No,Yes,Card,Yes,4,
VLT100496,No Helmet,2696,Gujarat,5/11/2024,5:15,Bus,Grey,1998,Punjab,21,Other,Heavy Vehicle,6,Foggy,Dry,OFF5804,RTO,Expired,4,N/A,N/A,Green,80,87,0,Positive,Yes,Yes,Online,No,2,First Violation
VLT100497,Driving Without License,2334,West Bengal,5/12/2024,8:47,Truck,Red,2004,Gujarat,38,Male,Learner,1,Clear,Dry,OFF4739,Local Police,Suspended,2,N/A,Yes,Green,100,23,0.24,Negative,No,No,Cash,No,5,
VLT100498,Drunk Driving,4657,Punjab,5/13/2024,18:06,Car,Yellow,2000,Karnataka,69,Male,Learner,9,Rainy,Under Construction,OFF2925,Local Police,Valid,5,No,N/A,Red,60,28,0.14,Negative,Yes,Yes,Card,No,5,
VLT100499,No Seatbelt,4572,Uttar Pradesh,5/14/2024,14:35,Truck,Blue,2008,Tamil Nadu,54,Male,Four-Wheeler,2,Dust Storm,Under Construction,OFF2349,Traffic Police,Expired,4,N/A,N/A,Green,50,49,0.01,Negative,No,No,Not Paid,No,2,
VLT100500,Drunk Driving,4518,Gujarat,5/15/2024,21:28,Bus,Green,2001,West Bengal,47,Female,Heavy Vehicle,5,Dust Storm,Under Construction,OFF7444,Local Police,Valid,1,N/A,Yes,Red,100,74,0.25,Not Conducted,No,No,Online,No,2,
VLT100501,No Helmet,3757,West Bengal,5/16/2024,5:29,Bike,Red,1997,Gujarat,67,Male,Heavy Vehicle,0,Dust Storm,Wet,OFF8624,Highway Patrol,Valid,5,No,No,Green,30,32,0.05,Positive,Yes,No,Not Paid,No,3,Fine Paid On Spot
VLT100502,Signal Jumping,3194,West Bengal,5/17/2024,22:27,Bike,Green,2004,Tamil Nadu,64,Other,Learner,10,Dust Storm,Under Construction,OFF5943,RTO,Expired,1,No,Yes,Yellow,50,28,0.48,Positive,No,No,Card,No,5,First Violation
VLT100503,Wrong Parking,4840,Maharashtra,5/18/2024,20:43,Car,Green,2019,Maharashtra,53,Male,Heavy Vehicle,5,Rainy,Slippery,OFF3355,Highway Patrol,Valid,5,No,No,Green,80,88,0.43,Not Conducted,No,Yes,Card,No,4,Repeat Offender
VLT100504,Drunk Driving,1547,West Bengal,5/19/2024,10:26,Auto Rickshaw,White,2002,Gujarat,29,Other,Four-Wheeler,10,Rainy,Dry,OFF9776,RTO,Suspended,4,No,Yes,Green,30,73,0.49,Positive,Yes,No,Not Paid,Yes,1,First Violation
VLT100505,No Seatbelt,2440,Karnataka,5/20/2024,15:34,Auto Rickshaw,Grey,1998,Karnataka,69,Female,Learner,4,Dust Storm,Dry,OFF4308,Highway Patrol,Suspended,5,No,Yes,Green,50,57,0.29,Positive,Yes,No,Not Paid,Yes,1,First Violation
VLT100506,Over-speeding,2988,West Bengal,5/21/2024,3:28,Auto Rickshaw,Silver,1997,Maharashtra,57,Female,Four-Wheeler,4,Rainy,Slippery,OFF9816,RTO,Expired,1,N/A,No,Green,30,112,0.07,Negative,No,No,Cash,Yes,0,Fine Paid On Spot
VLT100507,Using Mobile Phone,504,Delhi,5/22/2024,13:29,Bus,Red,2007,West Bengal,49,Female,Learner,7,Cloudy,Potholes,OFF2676,Highway Patrol,Expired,3,No,Yes,Red,60,63,0.15,Negative,Yes,No,Not Paid,Yes,4,
VLT100508,Drunk Driving,3706,Uttar Pradesh,5/23/2024,14:19,Auto Rickshaw,Silver,2010,Punjab,50,Other,Commercial,0,Clear,Potholes,OFF9171,Highway Patrol,Suspended,3,N/A,N/A,Green,100,106,0.03,Negative,Yes,Yes,Online,Yes,1,Fine Paid On Spot
VLT100509,Drunk Driving,198,Karnataka,5/24/2024,4:31,Bus,Silver,2016,Maharashtra,43,Other,Four-Wheeler,7,Dust Storm,Under Construction,OFF7488,Traffic Police,Valid,3,N/A,No,Green,30,117,0.13,Not Conducted,No,No,Online,Yes,0,First Violation
VLT100510,Over-speeding,1085,Uttar Pradesh,5/25/2024,15:12,Scooter,Silver,1999,West Bengal,41,Other,Heavy Vehicle,0,Dust Storm,Slippery,OFF3415,RTO,Expired,4,Yes,N/A,Yellow,50,94,0.29,Negative,No,No,Not Paid,Yes,0,First Violation
VLT100511,Drunk Driving,2834,Maharashtra,5/26/2024,15:52,Bus,Silver,2014,West Bengal,38,Female,Learner,7,Cloudy,Wet,OFF6286,RTO,Suspended,2,Yes,N/A,Green,60,81,0.41,Not Conducted,Yes,Yes,Card,Yes,4,
VLT100512,Signal Jumping,1859,Karnataka,5/27/2024,12:11,Bus,Green,2007,West Bengal,72,Other,Four-Wheeler,4,Clear,Potholes,OFF6174,RTO,Suspended,1,No,Yes,Green,30,24,0.36,Not Conducted,Yes,Yes,Online,Yes,1,Fine Paid On Spot
VLT100513,Using Mobile Phone,595,Punjab,5/28/2024,5:25,Bus,Red,2003,Punjab,21,Male,Learner,1,Rainy,Dry,OFF1373,Local Police,Valid,2,Yes,Yes,Green,80,78,0.3,Negative,No,Yes,Card,Yes,0,Fine Paid On Spot
VLT100514,Wrong Parking,1529,Delhi,5/29/2024,16:18,Car,Silver,2022,Karnataka,39,Female,Four-Wheeler,9,Foggy,Slippery,OFF1487,Local Police,Valid,2,Yes,Yes,Yellow,100,97,0.47,Negative,No,No,Not Paid,Yes,1,First Violation
VLT100515,No Seatbelt,4942,Punjab,5/30/2024,18:37,Bike,Green,2005,Uttar Pradesh,47,Other,Heavy Vehicle,9,Foggy,Potholes,OFF3248,Local Police,Expired,4,No,No,Red,50,72,0.13,Not Conducted,No,No,Card,No,4,Repeat Offender
VLT100516,No Helmet,4675,Karnataka,5/31/2024,7:48,Bike,Grey,2016,Delhi,64,Male,Learner,1,Dust Storm,Slippery,OFF4899,Highway Patrol,Expired,1,No,No,Red,80,47,0.29,Positive,No,Yes,Cash,No,4,Repeat Offender
VLT100517,Signal Jumping,4417,Tamil Nadu,6/1/2024,11:49,Car,Yellow,2003,Delhi,54,Female,Two-Wheeler,6,Foggy,Potholes,OFF1662,Local Police,Suspended,2,No,Yes,Yellow,50,94,0.27,Not Conducted,No,Yes,Cash,Yes,4,Repeat Offender
VLT100518,Over-speeding,1577,Uttar Pradesh,6/2/2024,22:55,Scooter,Blue,2008,Gujarat,27,Female,Commercial,6,Cloudy,Dry,OFF9049,RTO,Expired,4,Yes,Yes,Yellow,100,118,0.28,Not Conducted,Yes,No,Cash,No,0,Fine Paid On Spot
VLT100519,Signal Jumping,3629,Maharashtra,6/3/2024,0:18,Bike,White,2016,Tamil Nadu,18,Male,Two-Wheeler,7,Cloudy,Slippery,OFF2925,RTO,Expired,2,Yes,Yes,Yellow,30,97,0.43,Positive,Yes,No,Card,No,2,First Violation
VLT100520,No Helmet,3380,Maharashtra,6/4/2024,8:18,Bus,Grey,2016,Maharashtra,39,Male,Commercial,8,Foggy,Under Construction,OFF9710,Local Police,Valid,5,Yes,N/A,Red,30,75,0.32,Not Conducted,Yes,Yes,Online,Yes,1,First Violation
VLT100521,Over-speeding,3358,Punjab,6/5/2024,9:58,Scooter,White,2006,Karnataka,32,Female,Commercial,2,Dust Storm,Wet,OFF1186,RTO,Expired,1,Yes,No,Red,100,72,0.25,Positive,Yes,No,Online,No,2,
VLT100522,No Seatbelt,2558,Delhi,6/6/2024,16:54,Truck,Red,2000,Gujarat,73,Other,Two-Wheeler,7,Rainy,Slippery,OFF8283,RTO,Valid,3,No,N/A,Red,40,72,0.17,Negative,Yes,Yes,Cash,Yes,1,Repeat Offender
VLT100523,No Seatbelt,3479,Delhi,6/7/2024,10:35,Truck,Grey,1999,Uttar Pradesh,33,Other,Learner,4,Rainy,Slippery,OFF8316,Traffic Police,Expired,3,N/A,N/A,Green,60,34,0.29,Negative,No,Yes,Not Paid,Yes,5,Repeat Offender
VLT100524,Drunk Driving,564,Karnataka,6/8/2024,7:28,Bike,Yellow,2010,Gujarat,67,Female,Heavy Vehicle,3,Cloudy,Potholes,OFF2937,RTO,Expired,5,N/A,N/A,Red,80,58,0.04,Negative,Yes,No,Online,Yes,5,First Violation
VLT100525,Driving Without License,3432,Karnataka,6/9/2024,9:36,Bus,Red,2002,Karnataka,46,Male,Four-Wheeler,7,Foggy,Slippery,OFF9945,Traffic Police,Suspended,4,Yes,Yes,Yellow,60,61,0,Not Conducted,No,Yes,Cash,Yes,4,Fine Paid On Spot
VLT100526,Signal Jumping,2419,Punjab,6/10/2024,6:10,Bike,Black,2019,Karnataka,25,Male,Four-Wheeler,2,Dust Storm,Potholes,OFF6235,Traffic Police,Suspended,5,N/A,N/A,Green,80,96,0.46,Not Conducted,Yes,No,Not Paid,No,4,First Violation
VLT100527,Driving Without License,2625,Uttar Pradesh,6/11/2024,2:54,Truck,Blue,2014,Punjab,43,Female,Heavy Vehicle,6,Rainy,Dry,OFF6625,Traffic Police,Valid,1,N/A,No,Yellow,60,25,0.46,Not Conducted,No,Yes,Not Paid,No,0,
VLT100528,No Helmet,3233,Punjab,6/12/2024,0:36,Truck,Blue,2003,West Bengal,55,Male,Four-Wheeler,0,Clear,Under Construction,OFF4514,RTO,Valid,1,N/A,No,Green,60,95,0.3,Negative,No,Yes,Card,Yes,0,Fine Paid On Spot
VLT100529,No Helmet,1441,Maharashtra,6/13/2024,22:48,Bus,Blue,1998,Karnataka,28,Female,Learner,10,Rainy,Under Construction,OFF8123,Highway Patrol,Valid,2,No,No,Yellow,50,104,0.2,Not Conducted,Yes,Yes,Cash,Yes,3,Repeat Offender
VLT100530,No Seatbelt,1812,Punjab,6/14/2024,7:12,Truck,Red,2019,Tamil Nadu,55,Male,Four-Wheeler,4,Rainy,Dry,OFF5075,Local Police,Suspended,1,No,N/A,Red,30,31,0.34,Negative,No,No,Not Paid,No,0,Fine Paid On Spot
VLT100531,Drunk Driving,4183,Punjab,6/15/2024,6:56,Truck,White,2010,Uttar Pradesh,21,Male,Learner,6,Dust Storm,Dry,OFF7711,Local Police,Valid,5,No,No,Yellow,40,55,0.06,Not Conducted,No,Yes,Card,Yes,0,Repeat Offender
VLT100532,Drunk Driving,4926,Karnataka,6/16/2024,12:17,Bike,Red,2017,Gujarat,32,Female,Commercial,9,Dust Storm,Under Construction,OFF7751,Highway Patrol,Suspended,2,No,N/A,Red,40,117,0.02,Not Conducted,No,Yes,Card,No,5,Repeat Offender
VLT100533,Using Mobile Phone,2969,Punjab,6/17/2024,23:20,Scooter,Grey,2018,Uttar Pradesh,33,Female,Learner,0,Foggy,Potholes,OFF5316,Traffic Police,Expired,5,No,No,Yellow,100,111,0.07,Negative,No,No,Not Paid,Yes,3,Repeat Offender
VLT100534,Wrong Parking,2021,Delhi,6/18/2024,11:27,Scooter,Red,2011,Tamil Nadu,54,Female,Four-Wheeler,4,Clear,Slippery,OFF6923,Traffic Police,Suspended,2,N/A,Yes,Red,100,65,0.09,Not Conducted,No,No,Cash,No,3,Repeat Offender
VLT100535,Signal Jumping,220,Delhi,6/19/2024,16:23,Truck,Yellow,1997,Punjab,18,Male,Commercial,1,Cloudy,Wet,OFF6174,Traffic Police,Expired,2,N/A,N/A,Red,100,111,0.11,Positive,No,No,Online,Yes,1,First Violation
VLT100536,Overloading,3030,Uttar Pradesh,6/20/2024,13:34,Car,Red,2010,Gujarat,25,Female,Heavy Vehicle,6,Clear,Slippery,OFF3770,Traffic Police,Suspended,4,Yes,Yes,Green,30,110,0.28,Positive,No,No,Card,Yes,5,Fine Paid On Spot
VLT100537,Over-speeding,3772,Uttar Pradesh,6/21/2024,2:24,Car,Silver,2011,Uttar Pradesh,65,Female,Learner,7,Clear,Potholes,OFF9691,Highway Patrol,Expired,5,Yes,No,Red,40,117,0.4,Not Conducted,Yes,No,Cash,Yes,2,
VLT100538,Drunk Driving,501,Punjab,6/22/2024,21:24,Car,Blue,2001,Karnataka,57,Female,Four-Wheeler,2,Dust Storm,Slippery,OFF3603,RTO,Suspended,3,N/A,Yes,Yellow,80,51,0.12,Negative,Yes,No,Online,No,5,Repeat Offender
VLT100539,Wrong Parking,4122,Uttar Pradesh,6/23/2024,23:38,Bike,Red,2022,Tamil Nadu,31,Female,Commercial,9,Foggy,Potholes,OFF3898,Traffic Police,Valid,4,No,N/A,Red,80,55,0.02,Positive,No,No,Card,No,3,First Violation
VLT100540,Overloading,1411,West Bengal,6/24/2024,7:08,Bike,Red,1997,West Bengal,54,Other,Learner,10,Dust Storm,Dry,OFF9643,Highway Patrol,Suspended,2,Yes,Yes,Red,40,98,0,Not Conducted,Yes,No,Online,Yes,0,First Violation
VLT100541,Wrong Parking,790,Gujarat,6/25/2024,20:11,Auto Rickshaw,Black,1998,West Bengal,44,Female,Two-Wheeler,8,Clear,Wet,OFF2618,Traffic Police,Valid,1,No,No,Green,50,79,0.08,Not Conducted,Yes,Yes,Not Paid,Yes,4,Fine Paid On Spot
VLT100542,No Seatbelt,469,Maharashtra,6/26/2024,2:49,Truck,Red,2009,West Bengal,35,Female,Two-Wheeler,3,Clear,Wet,OFF1802,RTO,Valid,3,N/A,No,Red,100,93,0.16,Negative,No,Yes,Cash,No,4,Repeat Offender
VLT100543,Drunk Driving,4232,Uttar Pradesh,6/27/2024,11:02,Truck,Green,1995,Maharashtra,19,Male,Heavy Vehicle,1,Dust Storm,Slippery,OFF6848,Highway Patrol,Valid,5,N/A,No,Green,30,79,0.14,Negative,No,Yes,Card,No,5,Repeat Offender
VLT100544,Drunk Driving,2092,West Bengal,6/28/2024,19:46,Auto Rickshaw,Yellow,1997,Uttar Pradesh,60,Other,Commercial,6,Foggy,Dry,OFF6679,RTO,Valid,4,N/A,N/A,Green,100,93,0.22,Negative,Yes,No,Card,Yes,1,
VLT100545,No Seatbelt,2373,Delhi,6/29/2024,22:32,Car,Green,1998,Uttar Pradesh,47,Other,Commercial,0,Clear,Slippery,OFF8414,Local Police,Suspended,2,Yes,N/A,Red,40,58,0.19,Positive,No,No,Not Paid,Yes,2,
VLT100546,Using Mobile Phone,1130,Punjab,6/30/2024,9:29,Truck,Green,2023,Punjab,42,Female,Learner,2,Cloudy,Dry,OFF2823,Local Police,Valid,4,N/A,No,Yellow,40,104,0,Negative,Yes,Yes,Cash,No,3,First Violation
VLT100547,Driving Without License,2920,Tamil Nadu,7/1/2024,6:12,Bike,Blue,2014,West Bengal,59,Male,Two-Wheeler,0,Clear,Wet,OFF3783,Highway Patrol,Expired,5,N/A,No,Red,50,23,0.47,Positive,Yes,No,Online,Yes,3,First Violation
VLT100548,Overloading,1670,Tamil Nadu,7/2/2024,0:37,Car,Black,2012,Maharashtra,57,Female,Learner,7,Rainy,Dry,OFF1636,Highway Patrol,Expired,5,No,No,Green,100,116,0.1,Positive,Yes,Yes,Online,No,5,Fine Paid On Spot
VLT100549,No Helmet,451,Punjab,7/3/2024,5:55,Scooter,Green,2001,Punjab,67,Male,Four-Wheeler,8,Foggy,Wet,OFF4592,Highway Patrol,Expired,2,N/A,N/A,Red,40,65,0.16,Not Conducted,No,No,Card,Yes,5,First Violation
VLT100550,No Helmet,3789,Delhi,7/4/2024,11:34,Bike,Red,1997,Gujarat,23,Male,Two-Wheeler,4,Rainy,Wet,OFF1877,Highway Patrol,Expired,3,Yes,N/A,Red,100,108,0.39,Positive,No,No,Online,No,5,
VLT100551,Wrong Parking,2372,West Bengal,7/5/2024,11:34,Bike,Black,2014,Karnataka,50,Female,Two-Wheeler,9,Cloudy,Slippery,OFF7541,Traffic Police,Suspended,4,No,Yes,Green,60,109,0.48,Positive,Yes,No,Cash,Yes,4,Repeat Offender
VLT100552,Wrong Parking,2192,Tamil Nadu,7/6/2024,17:06,Truck,Grey,2017,Karnataka,28,Other,Heavy Vehicle,4,Foggy,Under Construction,OFF4784,Highway Patrol,Suspended,4,Yes,Yes,Red,100,113,0.23,Positive,No,No,Not Paid,No,2,First Violation
VLT100553,Signal Jumping,3125,Gujarat,7/7/2024,21:18,Bus,Grey,2021,West Bengal,60,Male,Learner,3,Clear,Slippery,OFF8582,Local Police,Valid,4,N/A,Yes,Red,60,63,0.05,Not Conducted,Yes,Yes,Not Paid,Yes,3,Fine Paid On Spot
VLT100554,Wrong Parking,3898,Uttar Pradesh,7/8/2024,19:11,Car,Silver,2011,Punjab,22,Other,Commercial,4,Cloudy,Potholes,OFF1646,Traffic Police,Expired,2,Yes,Yes,Green,80,112,0.41,Not Conducted,Yes,Yes,Cash,No,0,Fine Paid On Spot
VLT100555,Driving Without License,2871,Gujarat,7/9/2024,2:40,Auto Rickshaw,Red,2008,Tamil Nadu,22,Female,Commercial,8,Rainy,Wet,OFF4187,Highway Patrol,Suspended,5,No,N/A,Green,100,76,0.42,Positive,No,No,Cash,No,0,First Violation
VLT100556,Driving Without License,4244,West Bengal,7/10/2024,7:05,Auto Rickshaw,Black,2011,West Bengal,35,Other,Commercial,9,Foggy,Potholes,OFF1857,Local Police,Expired,2,N/A,N/A,Red,80,75,0.28,Negative,No,No,Cash,No,2,
VLT100557,Overloading,3871,Maharashtra,7/11/2024,20:51,Scooter,Yellow,1996,West Bengal,32,Female,Heavy Vehicle,1,Dust Storm,Wet,OFF7645,Highway Patrol,Suspended,5,Yes,Yes,Yellow,80,24,0,Not Conducted,Yes,No,Online,No,3,Repeat Offender
VLT100558,No Seatbelt,466,Maharashtra,7/12/2024,17:26,Bus,Green,1999,Tamil Nadu,55,Male,Learner,4,Rainy,Under Construction,OFF8259,Local Police,Suspended,2,N/A,No,Green,100,109,0.44,Not Conducted,No,No,Online,No,0,First Violation
VLT100559,Driving Without License,3427,Maharashtra,7/13/2024,2:34,Auto Rickshaw,Green,2009,Delhi,65,Male,Learner,2,Clear,Potholes,OFF2332,Highway Patrol,Suspended,4,No,No,Green,100,27,0.2,Positive,No,Yes,Not Paid,No,3,Fine Paid On Spot
VLT100560,Overloading,669,Delhi,7/14/2024,23:52,Truck,Red,2007,Maharashtra,72,Male,Commercial,9,Rainy,Slippery,OFF1694,Highway Patrol,Valid,3,N/A,Yes,Green,30,92,0.39,Negative,Yes,Yes,Not Paid,No,5,Repeat Offender
VLT100561,Driving Without License,4712,Tamil Nadu,7/15/2024,16:48,Scooter,Grey,2000,Maharashtra,64,Male,Learner,1,Cloudy,Under Construction,OFF9963,Highway Patrol,Suspended,4,Yes,N/A,Red,30,117,0.29,Negative,Yes,No,Not Paid,Yes,4,Fine Paid On Spot
VLT100562,Drunk Driving,4474,West Bengal,7/16/2024,4:31,Scooter,Blue,2012,Delhi,25,Male,Commercial,7,Rainy,Dry,OFF7073,Traffic Police,Valid,4,N/A,Yes,Yellow,100,34,0.19,Positive,No,Yes,Online,No,2,First Violation
VLT100563,Using Mobile Phone,3305,Tamil Nadu,7/17/2024,9:25,Auto Rickshaw,Green,2007,Karnataka,65,Male,Learner,6,Dust Storm,Dry,OFF8700,Traffic Police,Valid,3,Yes,No,Green,60,62,0.16,Positive,Yes,Yes,Online,No,4,Fine Paid On Spot
VLT100564,Wrong Parking,3141,Tamil Nadu,7/18/2024,0:41,Scooter,White,2021,Tamil Nadu,29,Other,Two-Wheeler,2,Dust Storm,Under Construction,OFF5304,Highway Patrol,Expired,5,No,Yes,Red,40,73,0.48,Positive,Yes,Yes,Not Paid,Yes,4,Repeat Offender
VLT100565,Drunk Driving,3005,Maharashtra,7/19/2024,18:32,Scooter,Grey,2015,Maharashtra,67,Female,Four-Wheeler,4,Dust Storm,Wet,OFF1230,Highway Patrol,Suspended,3,Yes,N/A,Green,60,89,0.22,Positive,No,Yes,Card,No,1,Fine Paid On Spot
VLT100566,No Seatbelt,3249,Maharashtra,7/20/2024,14:51,Truck,White,2000,Gujarat,54,Other,Learner,8,Dust Storm,Wet,OFF1370,Traffic Police,Expired,3,N/A,N/A,Yellow,60,58,0,Negative,Yes,No,Not Paid,Yes,4,
VLT100567,Over-speeding,3024,Karnataka,7/21/2024,23:58,Car,Yellow,1995,Delhi,42,Male,Learner,7,Cloudy,Slippery,OFF5075,Local Police,Suspended,4,N/A,Yes,Green,50,114,0.28,Not Conducted,No,No,Online,No,5,Fine Paid On Spot
VLT100568,Driving Without License,4292,Punjab,7/22/2024,19:01,Bus,Grey,2014,West Bengal,31,Female,Heavy Vehicle,6,Cloudy,Under Construction,OFF7438,Local Police,Expired,5,N/A,Yes,Red,100,48,0.3,Negative,No,Yes,Not Paid,Yes,2,
VLT100569,Using Mobile Phone,3527,West Bengal,7/23/2024,23:13,Bike,Black,2000,Delhi,58,Other,Two-Wheeler,10,Cloudy,Wet,OFF9451,RTO,Suspended,5,N/A,N/A,Yellow,80,119,0.03,Negative,No,No,Online,Yes,4,
VLT100570,Drunk Driving,3414,Tamil Nadu,7/24/2024,3:18,Car,White,2017,Uttar Pradesh,51,Other,Commercial,5,Rainy,Under Construction,OFF9120,Traffic Police,Suspended,2,No,Yes,Yellow,50,25,0.23,Positive,Yes,Yes,Cash,Yes,2,Repeat Offender
VLT100571,Drunk Driving,3546,Maharashtra,7/25/2024,6:31,Car,Red,2023,Delhi,50,Female,Commercial,5,Dust Storm,Under Construction,OFF9778,Traffic Police,Valid,1,No,No,Red,60,29,0.39,Positive,No,Yes,Cash,Yes,5,First Violation
VLT100572,No Helmet,1058,West Bengal,7/26/2024,3:38,Bus,Green,2006,Punjab,40,Male,Commercial,4,Rainy,Wet,OFF7421,Traffic Police,Suspended,3,Yes,N/A,Red,60,27,0.41,Negative,No,No,Cash,No,2,Repeat Offender
VLT100573,Signal Jumping,4753,Uttar Pradesh,7/27/2024,6:07,Truck,Green,1997,West Bengal,43,Female,Two-Wheeler,9,Rainy,Under Construction,OFF7704,Traffic Police,Valid,1,N/A,Yes,Red,100,92,0.37,Not Conducted,No,No,Card,No,2,Fine Paid On Spot
VLT100574,Wrong Parking,4664,Karnataka,7/28/2024,14:58,Auto Rickshaw,White,2019,West Bengal,61,Female,Four-Wheeler,9,Cloudy,Wet,OFF2944,RTO,Valid,4,Yes,N/A,Green,50,81,0.38,Not Conducted,No,No,Card,No,1,Fine Paid On Spot
VLT100575,Drunk Driving,4573,Maharashtra,7/29/2024,0:12,Scooter,Red,2014,Uttar Pradesh,53,Other,Four-Wheeler,1,Cloudy,Slippery,OFF9946,Highway Patrol,Expired,2,Yes,Yes,Yellow,60,119,0.26,Not Conducted,Yes,No,Cash,Yes,2,
VLT100576,Over-speeding,4874,Delhi,7/30/2024,5:15,Car,White,2022,Delhi,70,Female,Learner,1,Rainy,Potholes,OFF1193,Highway Patrol,Suspended,4,Yes,N/A,Green,30,37,0.17,Positive,Yes,No,Card,No,5,First Violation
VLT100577,Driving Without License,965,Maharashtra,7/31/2024,7:30,Scooter,Yellow,2009,Maharashtra,44,Male,Commercial,7,Foggy,Wet,OFF2180,RTO,Valid,1,N/A,No,Yellow,100,56,0.26,Positive,Yes,No,Online,Yes,2,
VLT100578,Wrong Parking,2323,Uttar Pradesh,8/1/2024,8:02,Truck,Green,2020,Delhi,38,Male,Commercial,5,Clear,Under Construction,OFF5254,Highway Patrol,Valid,2,No,Yes,Red,80,110,0.39,Not Conducted,No,Yes,Not Paid,No,1,First Violation
VLT100579,Drunk Driving,788,Maharashtra,8/2/2024,18:56,Scooter,White,2019,Punjab,29,Female,Commercial,7,Dust Storm,Under Construction,OFF4989,RTO,Suspended,3,N/A,Yes,Yellow,40,63,0.03,Positive,Yes,Yes,Not Paid,No,2,Fine Paid On Spot
VLT100580,Over-speeding,3954,Punjab,8/3/2024,0:48,Auto Rickshaw,Black,2018,Tamil Nadu,44,Other,Commercial,8,Foggy,Dry,OFF1108,RTO,Expired,2,No,Yes,Red,60,79,0.33,Not Conducted,No,No,Online,No,0,
VLT100581,Drunk Driving,4228,Tamil Nadu,8/4/2024,19:24,Truck,Yellow,1997,Gujarat,67,Female,Heavy Vehicle,7,Foggy,Dry,OFF2333,RTO,Valid,5,Yes,No,Red,60,107,0.01,Negative,Yes,No,Online,No,0,First Violation
VLT100582,Driving Without License,4471,Karnataka,8/5/2024,4:25,Auto Rickshaw,Yellow,2003,West Bengal,47,Female,Two-Wheeler,2,Dust Storm,Slippery,OFF3877,Highway Patrol,Suspended,1,No,Yes,Red,50,47,0.43,Positive,Yes,Yes,Online,No,0,First Violation
VLT100583,Drunk Driving,712,West Bengal,8/6/2024,8:19,Car,Grey,2015,Delhi,45,Other,Commercial,10,Foggy,Dry,OFF6733,RTO,Expired,3,N/A,Yes,Yellow,50,21,0.28,Positive,Yes,No,Card,No,3,First Violation
VLT100584,Overloading,2847,Tamil Nadu,8/7/2024,11:55,Car,Yellow,2015,Uttar Pradesh,68,Female,Commercial,10,Cloudy,Dry,OFF9374,Local Police,Suspended,2,No,No,Green,60,64,0.11,Positive,No,Yes,Card,Yes,1,Fine Paid On Spot
VLT100585,Overloading,1209,Maharashtra,8/8/2024,6:07,Bike,Silver,2021,West Bengal,31,Female,Two-Wheeler,4,Foggy,Slippery,OFF3979,Local Police,Suspended,3,Yes,No,Yellow,100,94,0.18,Negative,No,No,Online,No,0,First Violation
